,Species1,Species2,Rank,Similarity,Locus
49,mBalAcu1,mLynRuf1,100,0.03211064104296485,IGK
50,mBalAcu1,mMacEug1,100,0.0,IGK
51,mBalAcu1,mManPen7,100,0.01562160562020053,IGK
52,mBalAcu1,mMarMar1,100,0.018534398810879475,IGK
53,mBalAcu1,mMelMel3,100,0.018631364976370978,IGK
54,mBalAcu1,mMicCal1.0,100,0.0,IGK
55,mBalAcu1,mMirAng1,100,0.031685843597656554,IGK
56,mBalAcu1,mMusAve1,100,0.0,IGK
57,mBalAcu1,mMusLut2,100,0.01860876275821155,IGK
58,mBalAcu1,mMusNiv1,100,0.018067801524765073,IGK
59,mBalAcu1,mNeoNeb1,100,0.03143365880736791,IGK
60,mBalAcu1,mNycCou1,100,0.0,IGK
61,mBalAcu1,mOrcOrc1,100,0.5141630707314301,IGK
62,mBalAcu1,mPerMan1.0,100,0.0,IGK
63,mBalAcu1,mPhoSin1,100,0.7118944663914699,IGK
64,mBalAcu1,mPumCon1.1,100,0.030382788505175694,IGK
65,mBalAcu1,mSorAra2,100,0.0,IGK
66,mBalAcu1,mThoBot1.0,100,0.0,IGK
67,mBalAcu1,mUrsAme1.0,100,0.028580834698102683,IGK
68,mBalAcu1,mZalCal1,100,0.03369997970655826,IGK
69,mBosTau,mCamDro1,100,0.03899570338845117,IGK
70,mBosTau,mCanLor1,100,0.0,IGK
71,mBosTau,mChiNiv1,100,0.0,IGK
72,mBosTau,mCynVol1,100,0.0,IGK
73,mBosTau,mDasNov1,100,0.0,IGK
74,mBosTau,mDipMer1.0,100,0.0,IGK
75,mBosTau,mEleMax1,100,0.0,IGK
76,mBosTau,mEriEur2,100,0.0,IGK
77,mBosTau,mHetBru1,100,0.0,IGK
78,mBosTau,mHipAmp2,100,0.14513686826514846,IGK
79,mBosTau,mLemCat1,100,0.0,IGK
80,mBosTau,mLutLut1,100,0.018144357600955452,IGK
81,mBosTau,mLynCan4,100,0.0,IGK
82,mBosTau,mLynRuf1,100,0.0,IGK
83,mBosTau,mMacEug1,100,0.0,IGK
84,mBosTau,mManPen7,100,0.0,IGK
85,mBosTau,mMarMar1,100,0.0,IGK
86,mBosTau,mMelMel3,100,0.017792790594640475,IGK
87,mBosTau,mMicCal1.0,100,0.0,IGK
88,mBosTau,mMirAng1,100,0.0,IGK
89,mBosTau,mMusAve1,100,0.0,IGK
90,mBosTau,mMusLut2,100,0.020915622296558672,IGK
91,mBosTau,mMusNiv1,100,0.026641872608804275,IGK
92,mBosTau,mNeoNeb1,100,0.0,IGK
93,mBosTau,mNycCou1,100,0.0,IGK
94,mBosTau,mOrcOrc1,100,0.05004663609956434,IGK
95,mBosTau,mPerMan1.0,100,0.0,IGK
96,mBosTau,mPhoSin1,100,0.1477869526398108,IGK
97,mBosTau,mPumCon1.1,100,0.0,IGK
98,mBosTau,mSorAra2,100,0.0,IGK
99,mBosTau,mThoBot1.0,100,0.0,IGK
100,mBosTau,mUrsAme1.0,100,0.0,IGK
101,mBosTau,mZalCal1,100,0.04865074163827798,IGK
102,mCamDro1,mCanLor1,100,0.03955320381939258,IGK
103,mCamDro1,mChiNiv1,100,0.0,IGK
104,mCamDro1,mCynVol1,100,0.03522941193290443,IGK
105,mCamDro1,mDasNov1,100,0.02360797645433791,IGK
106,mCamDro1,mDipMer1.0,100,0.0,IGK
107,mCamDro1,mEleMax1,100,0.0,IGK
108,mCamDro1,mEriEur2,100,0.0,IGK
109,mCamDro1,mHetBru1,100,0.0,IGK
110,mCamDro1,mHipAmp2,100,0.060207224105050916,IGK
111,mCamDro1,mLemCat1,100,0.0730807191790704,IGK
112,mCamDro1,mLutLut1,100,0.03809916617632764,IGK
113,mCamDro1,mLynCan4,100,0.0,IGK
114,mCamDro1,mLynRuf1,100,0.04273389050982128,IGK
115,mCamDro1,mMacEug1,100,0.0,IGK
116,mCamDro1,mManPen7,100,0.035091593419240986,IGK
117,mCamDro1,mMarMar1,100,0.03951844134716012,IGK
118,mCamDro1,mMelMel3,100,0.04162705014927454,IGK
119,mCamDro1,mMicCal1.0,100,0.0,IGK
120,mCamDro1,mMirAng1,100,0.04028350735324429,IGK
121,mCamDro1,mMusAve1,100,0.0,IGK
122,mCamDro1,mMusLut2,100,0.0,IGK
123,mCamDro1,mMusNiv1,100,0.0257654327367861,IGK
124,mCamDro1,mNeoNeb1,100,0.043213865582916816,IGK
125,mCamDro1,mNycCou1,100,0.0,IGK
126,mCamDro1,mOrcOrc1,100,0.0,IGK
127,mCamDro1,mPerMan1.0,100,0.0,IGK
128,mCamDro1,mPhoSin1,100,0.0,IGK
129,mCamDro1,mPumCon1.1,100,0.04276220574691987,IGK
130,mCamDro1,mSorAra2,100,0.0,IGK
131,mCamDro1,mThoBot1.0,100,0.0,IGK
132,mCamDro1,mUrsAme1.0,100,0.03632134361115093,IGK
133,mCamDro1,mZalCal1,100,0.048231106340788976,IGK
134,mCanLor1,mChiNiv1,100,0.0,IGK
135,mCanLor1,mCynVol1,100,0.0,IGK
136,mCanLor1,mDasNov1,100,0.0,IGK
137,mCanLor1,mDipMer1.0,100,0.0,IGK
138,mCanLor1,mEleMax1,100,0.0,IGK
139,mCanLor1,mEriEur2,100,0.0,IGK
140,mCanLor1,mHetBru1,100,0.0,IGK
141,mCanLor1,mHipAmp2,100,0.01837394527338867,IGK
142,mCanLor1,mLemCat1,100,0.030066761415411584,IGK
143,mCanLor1,mLutLut1,100,0.19558985267245216,IGK
144,mCanLor1,mLynCan4,100,0.051708671123169,IGK
145,mCanLor1,mLynRuf1,100,0.0923173527809733,IGK
146,mCanLor1,mMacEug1,100,0.0,IGK
147,mCanLor1,mManPen7,100,0.009331646354869013,IGK
148,mCanLor1,mMarMar1,100,0.24024387407666398,IGK
149,mCanLor1,mMelMel3,100,0.11042618747614058,IGK
150,mCanLor1,mMicCal1.0,100,0.0,IGK
151,mCanLor1,mMirAng1,100,0.37595557859116957,IGK
152,mCanLor1,mMusAve1,100,0.0,IGK
153,mCanLor1,mMusLut2,100,0.21465132033291778,IGK
154,mCanLor1,mMusNiv1,100,0.25838109414336574,IGK
155,mCanLor1,mNeoNeb1,100,0.09554404166837166,IGK
156,mCanLor1,mNycCou1,100,0.0,IGK
157,mCanLor1,mOrcOrc1,100,0.0,IGK
158,mCanLor1,mPerMan1.0,100,0.0,IGK
159,mCanLor1,mPhoSin1,100,0.0,IGK
160,mCanLor1,mPumCon1.1,100,0.09050833267295565,IGK
161,mCanLor1,mSorAra2,100,0.0,IGK
162,mCanLor1,mThoBot1.0,100,0.0,IGK
163,mCanLor1,mUrsAme1.0,100,0.2951106596305804,IGK
164,mCanLor1,mZalCal1,100,0.17444591900831216,IGK
165,mChiNiv1,mCynVol1,100,0.0,IGK
166,mChiNiv1,mDasNov1,100,0.0,IGK
167,mChiNiv1,mDipMer1.0,100,0.0023271690230232656,IGK
168,mChiNiv1,mEleMax1,100,0.0,IGK
169,mChiNiv1,mEriEur2,100,0.0,IGK
170,mChiNiv1,mHetBru1,100,0.0,IGK
171,mChiNiv1,mHipAmp2,100,0.0,IGK
172,mChiNiv1,mLemCat1,100,0.0,IGK
173,mChiNiv1,mLutLut1,100,0.0,IGK
174,mChiNiv1,mLynCan4,100,0.0,IGK
175,mChiNiv1,mLynRuf1,100,0.0,IGK
176,mChiNiv1,mMacEug1,100,0.0,IGK
177,mChiNiv1,mManPen7,100,0.0,IGK
178,mChiNiv1,mMarMar1,100,0.0,IGK
179,mChiNiv1,mMelMel3,100,0.0,IGK
180,mChiNiv1,mMicCal1.0,100,0.34504849269390436,IGK
181,mChiNiv1,mMirAng1,100,0.0,IGK
182,mChiNiv1,mMusAve1,100,0.0,IGK
183,mChiNiv1,mMusLut2,100,0.0,IGK
184,mChiNiv1,mMusNiv1,100,0.0,IGK
185,mChiNiv1,mNeoNeb1,100,0.0,IGK
186,mChiNiv1,mNycCou1,100,0.0,IGK
187,mChiNiv1,mOrcOrc1,100,0.0,IGK
188,mChiNiv1,mPerMan1.0,100,0.059950714232550356,IGK
189,mChiNiv1,mPhoSin1,100,0.0,IGK
190,mChiNiv1,mPumCon1.1,100,0.0,IGK
191,mChiNiv1,mSorAra2,100,0.0,IGK
192,mChiNiv1,mThoBot1.0,100,0.0,IGK
193,mChiNiv1,mUrsAme1.0,100,0.0,IGK
194,mChiNiv1,mZalCal1,100,0.0,IGK
195,mCynVol1,mDasNov1,100,0.0,IGK
196,mCynVol1,mDipMer1.0,100,0.0,IGK
197,mCynVol1,mEleMax1,100,0.0,IGK
198,mCynVol1,mEriEur2,100,0.0,IGK
199,mCynVol1,mHetBru1,100,0.0,IGK
200,mCynVol1,mHipAmp2,100,0.011969803585444761,IGK
201,mCynVol1,mLemCat1,100,0.03095832075288462,IGK
202,mCynVol1,mLutLut1,100,0.006026633135967926,IGK
203,mCynVol1,mLynCan4,100,0.0,IGK
204,mCynVol1,mLynRuf1,100,0.02050440347442719,IGK
205,mCynVol1,mMacEug1,100,0.0,IGK
206,mCynVol1,mManPen7,100,0.002787371798544246,IGK
207,mCynVol1,mMarMar1,100,0.005778460336322571,IGK
208,mCynVol1,mMelMel3,100,0.005894361571524108,IGK
209,mCynVol1,mMicCal1.0,100,0.0,IGK
210,mCynVol1,mMirAng1,100,0.0,IGK
211,mCynVol1,mMusAve1,100,0.0,IGK
212,mCynVol1,mMusLut2,100,0.0058511018539847805,IGK
213,mCynVol1,mMusNiv1,100,0.004993600851777883,IGK
214,mCynVol1,mNeoNeb1,100,0.019696921448798553,IGK
215,mCynVol1,mNycCou1,100,0.00695203063892961,IGK
216,mCynVol1,mOrcOrc1,100,0.0,IGK
217,mCynVol1,mPerMan1.0,100,0.0,IGK
218,mCynVol1,mPhoSin1,100,0.0,IGK
219,mCynVol1,mPumCon1.1,100,0.0,IGK
220,mCynVol1,mSorAra2,100,0.0,IGK
221,mCynVol1,mThoBot1.0,100,0.0,IGK
222,mCynVol1,mUrsAme1.0,100,0.0,IGK
223,mCynVol1,mZalCal1,100,0.022915260957205565,IGK
224,mDasNov1,mDipMer1.0,100,0.0,IGK
225,mDasNov1,mEleMax1,100,0.0009482076501971078,IGK
226,mDasNov1,mEriEur2,100,0.0,IGK
227,mDasNov1,mHetBru1,100,0.0,IGK
228,mDasNov1,mHipAmp2,100,0.04387009336140513,IGK
229,mDasNov1,mLemCat1,100,0.0,IGK
230,mDasNov1,mLutLut1,100,0.011031155605387718,IGK
231,mDasNov1,mLynCan4,100,0.0,IGK
232,mDasNov1,mLynRuf1,100,0.0,IGK
233,mDasNov1,mMacEug1,100,0.0,IGK
234,mDasNov1,mManPen7,100,0.0,IGK
235,mDasNov1,mMarMar1,100,0.008597208199500427,IGK
236,mDasNov1,mMelMel3,100,0.0037134640409794964,IGK
237,mDasNov1,mMicCal1.0,100,0.0,IGK
238,mDasNov1,mMirAng1,100,0.0,IGK
239,mDasNov1,mMusAve1,100,0.0,IGK
240,mDasNov1,mMusLut2,100,0.0031645800121528596,IGK
241,mDasNov1,mMusNiv1,100,0.0026548960641134805,IGK
242,mDasNov1,mNeoNeb1,100,0.0,IGK
243,mDasNov1,mNycCou1,100,0.0,IGK
244,mDasNov1,mOrcOrc1,100,0.0,IGK
245,mDasNov1,mPerMan1.0,100,0.0,IGK
246,mDasNov1,mPhoSin1,100,0.0,IGK
247,mDasNov1,mPumCon1.1,100,0.0,IGK
248,mDasNov1,mSorAra2,100,0.0,IGK
249,mDasNov1,mThoBot1.0,100,0.0,IGK
250,mDasNov1,mUrsAme1.0,100,0.0,IGK
251,mDasNov1,mZalCal1,100,0.03357814561208777,IGK
252,mDipMer1.0,mEleMax1,100,0.0,IGK
253,mDipMer1.0,mEriEur2,100,0.0,IGK
254,mDipMer1.0,mHetBru1,100,0.0,IGK
255,mDipMer1.0,mHipAmp2,100,0.0,IGK
256,mDipMer1.0,mLemCat1,100,0.0,IGK
257,mDipMer1.0,mLutLut1,100,0.0,IGK
258,mDipMer1.0,mLynCan4,100,0.0,IGK
259,mDipMer1.0,mLynRuf1,100,0.0,IGK
260,mDipMer1.0,mMacEug1,100,0.0,IGK
261,mDipMer1.0,mManPen7,100,0.0,IGK
262,mDipMer1.0,mMarMar1,100,0.0,IGK
263,mDipMer1.0,mMelMel3,100,0.0,IGK
264,mDipMer1.0,mMicCal1.0,100,0.0,IGK
265,mDipMer1.0,mMirAng1,100,0.0,IGK
266,mDipMer1.0,mMusAve1,100,0.0,IGK
267,mDipMer1.0,mMusLut2,100,0.0,IGK
268,mDipMer1.0,mMusNiv1,100,0.0,IGK
269,mDipMer1.0,mNeoNeb1,100,0.0,IGK
270,mDipMer1.0,mNycCou1,100,0.0,IGK
271,mDipMer1.0,mOrcOrc1,100,0.0,IGK
272,mDipMer1.0,mPerMan1.0,100,0.0,IGK
273,mDipMer1.0,mPhoSin1,100,0.0,IGK
274,mDipMer1.0,mPumCon1.1,100,0.0,IGK
275,mDipMer1.0,mSorAra2,100,0.0,IGK
276,mDipMer1.0,mThoBot1.0,100,0.004259355750186121,IGK
277,mDipMer1.0,mUrsAme1.0,100,0.0,IGK
278,mDipMer1.0,mZalCal1,100,0.0,IGK
279,mEleMax1,mEriEur2,100,0.0,IGK
280,mEleMax1,mHetBru1,100,0.08052901609583205,IGK
281,mEleMax1,mHipAmp2,100,0.0,IGK
282,mEleMax1,mLemCat1,100,0.0,IGK
283,mEleMax1,mLutLut1,100,0.006429861399492254,IGK
284,mEleMax1,mLynCan4,100,0.0,IGK
285,mEleMax1,mLynRuf1,100,0.0,IGK
286,mEleMax1,mMacEug1,100,0.0,IGK
287,mEleMax1,mManPen7,100,0.0,IGK
288,mEleMax1,mMarMar1,100,0.0,IGK
289,mEleMax1,mMelMel3,100,0.0,IGK
290,mEleMax1,mMicCal1.0,100,0.0,IGK
291,mEleMax1,mMirAng1,100,0.0,IGK
292,mEleMax1,mMusAve1,100,0.0,IGK
293,mEleMax1,mMusLut2,100,0.0,IGK
294,mEleMax1,mMusNiv1,100,0.0,IGK
295,mEleMax1,mNeoNeb1,100,0.0,IGK
296,mEleMax1,mNycCou1,100,0.0,IGK
297,mEleMax1,mOrcOrc1,100,0.0,IGK
298,mEleMax1,mPerMan1.0,100,0.0,IGK
299,mEleMax1,mPhoSin1,100,0.0,IGK
300,mEleMax1,mPumCon1.1,100,0.0,IGK
301,mEleMax1,mSorAra2,100,0.0,IGK
302,mEleMax1,mThoBot1.0,100,0.0,IGK
303,mEleMax1,mUrsAme1.0,100,0.0,IGK
304,mEleMax1,mZalCal1,100,0.0,IGK
305,mEriEur2,mHetBru1,100,0.0,IGK
306,mEriEur2,mHipAmp2,100,0.0,IGK
307,mEriEur2,mLemCat1,100,0.0,IGK
308,mEriEur2,mLutLut1,100,0.0,IGK
309,mEriEur2,mLynCan4,100,0.0,IGK
310,mEriEur2,mLynRuf1,100,0.0,IGK
311,mEriEur2,mMacEug1,100,0.0,IGK
312,mEriEur2,mManPen7,100,0.0,IGK
313,mEriEur2,mMarMar1,100,0.0,IGK
314,mEriEur2,mMelMel3,100,0.0,IGK
315,mEriEur2,mMicCal1.0,100,0.0,IGK
316,mEriEur2,mMirAng1,100,0.0,IGK
317,mEriEur2,mMusAve1,100,0.0,IGK
318,mEriEur2,mMusLut2,100,0.0,IGK
319,mEriEur2,mMusNiv1,100,0.0,IGK
320,mEriEur2,mNeoNeb1,100,0.0,IGK
321,mEriEur2,mNycCou1,100,0.0,IGK
322,mEriEur2,mOrcOrc1,100,0.0,IGK
323,mEriEur2,mPerMan1.0,100,0.0,IGK
324,mEriEur2,mPhoSin1,100,0.0,IGK
325,mEriEur2,mPumCon1.1,100,0.0,IGK
326,mEriEur2,mSorAra2,100,0.0,IGK
327,mEriEur2,mThoBot1.0,100,0.0,IGK
328,mEriEur2,mUrsAme1.0,100,0.0,IGK
329,mEriEur2,mZalCal1,100,0.0,IGK
330,mHetBru1,mHipAmp2,100,0.0,IGK
331,mHetBru1,mLemCat1,100,0.0,IGK
332,mHetBru1,mLutLut1,100,0.0,IGK
333,mHetBru1,mLynCan4,100,0.0,IGK
334,mHetBru1,mLynRuf1,100,0.0,IGK
335,mHetBru1,mMacEug1,100,0.0,IGK
336,mHetBru1,mManPen7,100,0.0,IGK
337,mHetBru1,mMarMar1,100,0.0,IGK
338,mHetBru1,mMelMel3,100,0.0,IGK
339,mHetBru1,mMicCal1.0,100,0.0,IGK
340,mHetBru1,mMirAng1,100,0.0,IGK
341,mHetBru1,mMusAve1,100,0.0,IGK
342,mHetBru1,mMusLut2,100,0.0,IGK
343,mHetBru1,mMusNiv1,100,0.0,IGK
344,mHetBru1,mNeoNeb1,100,0.0,IGK
345,mHetBru1,mNycCou1,100,0.0,IGK
346,mHetBru1,mOrcOrc1,100,0.0,IGK
347,mHetBru1,mPerMan1.0,100,0.0,IGK
348,mHetBru1,mPhoSin1,100,0.0,IGK
349,mHetBru1,mPumCon1.1,100,0.0,IGK
350,mHetBru1,mSorAra2,100,0.0,IGK
351,mHetBru1,mThoBot1.0,100,0.0,IGK
352,mHetBru1,mUrsAme1.0,100,0.0,IGK
353,mHetBru1,mZalCal1,100,0.0,IGK
354,mHipAmp2,mLemCat1,100,0.03789106457080181,IGK
355,mHipAmp2,mLutLut1,100,0.025373394956242162,IGK
356,mHipAmp2,mLynCan4,100,0.0,IGK
357,mHipAmp2,mLynRuf1,100,0.027947644045199754,IGK
358,mHipAmp2,mMacEug1,100,0.0,IGK
359,mHipAmp2,mManPen7,100,0.010375393253767072,IGK
360,mHipAmp2,mMarMar1,100,0.024751449596277862,IGK
361,mHipAmp2,mMelMel3,100,0.025151123760264443,IGK
362,mHipAmp2,mMicCal1.0,100,0.0,IGK
363,mHipAmp2,mMirAng1,100,0.027354203835871234,IGK
364,mHipAmp2,mMusAve1,100,0.0,IGK
365,mHipAmp2,mMusLut2,100,0.02499866854430931,IGK
366,mHipAmp2,mMusNiv1,100,0.02341220174330363,IGK
367,mHipAmp2,mNeoNeb1,100,0.027517330450648456,IGK
368,mHipAmp2,mNycCou1,100,0.0,IGK
369,mHipAmp2,mOrcOrc1,100,0.0,IGK
370,mHipAmp2,mPerMan1.0,100,0.0,IGK
371,mHipAmp2,mPhoSin1,100,0.19198808815321738,IGK
372,mHipAmp2,mPumCon1.1,100,0.02703510676568486,IGK
373,mHipAmp2,mSorAra2,100,0.0,IGK
374,mHipAmp2,mThoBot1.0,100,0.0,IGK
375,mHipAmp2,mUrsAme1.0,100,0.04520871100788317,IGK
376,mHipAmp2,mZalCal1,100,0.02943867365676453,IGK
377,mLemCat1,mLutLut1,100,0.03179783438084298,IGK
378,mLemCat1,mLynCan4,100,0.0,IGK
379,mLemCat1,mLynRuf1,100,0.04318992481058105,IGK
380,mLemCat1,mMacEug1,100,0.0,IGK
381,mLemCat1,mManPen7,100,0.03191029382126321,IGK
382,mLemCat1,mMarMar1,100,0.029007871881394198,IGK
383,mLemCat1,mMelMel3,100,0.023743795121503306,IGK
384,mLemCat1,mMicCal1.0,100,0.0,IGK
385,mLemCat1,mMirAng1,100,0.03784007874102445,IGK
386,mLemCat1,mMusAve1,100,0.0,IGK
387,mLemCat1,mMusLut2,100,0.0,IGK
388,mLemCat1,mMusNiv1,100,0.02475993568479423,IGK
389,mLemCat1,mNeoNeb1,100,0.041849068609060944,IGK
390,mLemCat1,mNycCou1,100,0.13888682846660358,IGK
391,mLemCat1,mOrcOrc1,100,0.0,IGK
392,mLemCat1,mPerMan1.0,100,0.0,IGK
393,mLemCat1,mPhoSin1,100,0.0,IGK
394,mLemCat1,mPumCon1.1,100,0.040528605353233466,IGK
395,mLemCat1,mSorAra2,100,0.0,IGK
396,mLemCat1,mThoBot1.0,100,0.0,IGK
397,mLemCat1,mUrsAme1.0,100,0.03389485592242928,IGK
398,mLemCat1,mZalCal1,100,0.044035061569858425,IGK
399,mLutLut1,mLynCan4,100,0.1121850134100181,IGK
400,mLutLut1,mLynRuf1,100,0.10618662419362304,IGK
401,mLutLut1,mMacEug1,100,0.0,IGK
402,mLutLut1,mManPen7,100,0.022462506431600054,IGK
403,mLutLut1,mMarMar1,100,0.7305951402229877,IGK
404,mLutLut1,mMelMel3,100,0.6133633183627469,IGK
405,mLutLut1,mMicCal1.0,100,0.0,IGK
406,mLutLut1,mMirAng1,100,0.48401633389679877,IGK
407,mLutLut1,mMusAve1,100,0.0,IGK
408,mLutLut1,mMusLut2,100,0.7100321148098759,IGK
409,mLutLut1,mMusNiv1,100,0.6563400764175257,IGK
410,mLutLut1,mNeoNeb1,100,0.13115829470852702,IGK
411,mLutLut1,mNycCou1,100,0.0,IGK
412,mLutLut1,mOrcOrc1,100,0.0,IGK
413,mLutLut1,mPerMan1.0,100,0.0,IGK
414,mLutLut1,mPhoSin1,100,0.0,IGK
415,mLutLut1,mPumCon1.1,100,0.1136082349241952,IGK
416,mLutLut1,mSorAra2,100,0.0,IGK
417,mLutLut1,mThoBot1.0,100,0.0,IGK
418,mLutLut1,mUrsAme1.0,100,0.3914483474852255,IGK
419,mLutLut1,mZalCal1,100,0.3330632209853891,IGK
420,mLynCan4,mLynRuf1,100,0.825233324584294,IGK
421,mLynCan4,mMacEug1,100,0.0,IGK
422,mLynCan4,mManPen7,100,0.0,IGK
423,mLynCan4,mMarMar1,100,0.11075676211481575,IGK
424,mLynCan4,mMelMel3,100,0.0752144432940831,IGK
425,mLynCan4,mMicCal1.0,100,0.0,IGK
426,mLynCan4,mMirAng1,100,0.2088243592221889,IGK
427,mLynCan4,mMusAve1,100,0.0,IGK
428,mLynCan4,mMusLut2,100,0.11078128762846631,IGK
429,mLynCan4,mMusNiv1,100,0.10856562491007782,IGK
430,mLynCan4,mNeoNeb1,100,0.8363106742258899,IGK
431,mLynCan4,mNycCou1,100,0.0,IGK
432,mLynCan4,mOrcOrc1,100,0.0,IGK
433,mLynCan4,mPerMan1.0,100,0.0,IGK
434,mLynCan4,mPhoSin1,100,0.0,IGK
435,mLynCan4,mPumCon1.1,100,0.8403579383354827,IGK
436,mLynCan4,mSorAra2,100,0.0,IGK
437,mLynCan4,mThoBot1.0,100,0.0,IGK
438,mLynCan4,mUrsAme1.0,100,0.28414157987209604,IGK
439,mLynCan4,mZalCal1,100,0.16131424708058545,IGK
440,mLynRuf1,mMacEug1,100,0.0,IGK
441,mLynRuf1,mManPen7,100,0.03588722799386132,IGK
442,mLynRuf1,mMarMar1,100,0.15550904197058485,IGK
443,mLynRuf1,mMelMel3,100,0.11380623422437293,IGK
444,mLynRuf1,mMicCal1.0,100,0.0,IGK
445,mLynRuf1,mMirAng1,100,0.2548087557842914,IGK
446,mLynRuf1,mMusAve1,100,0.0,IGK
447,mLynRuf1,mMusLut2,100,0.1553085348278902,IGK
448,mLynRuf1,mMusNiv1,100,0.1489897363003144,IGK
449,mLynRuf1,mNeoNeb1,100,0.996869139625643,IGK
450,mLynRuf1,mNycCou1,100,0.0,IGK
451,mLynRuf1,mOrcOrc1,100,0.0,IGK
452,mLynRuf1,mPerMan1.0,100,0.0,IGK
453,mLynRuf1,mPhoSin1,100,0.0,IGK
454,mLynRuf1,mPumCon1.1,100,0.998056673250641,IGK
455,mLynRuf1,mSorAra2,100,0.0,IGK
456,mLynRuf1,mThoBot1.0,100,0.0,IGK
457,mLynRuf1,mUrsAme1.0,100,0.2901231398041203,IGK
458,mLynRuf1,mZalCal1,100,0.16871480240998166,IGK
459,mMacEug1,mManPen7,100,0.0,IGK
460,mMacEug1,mMarMar1,100,0.0,IGK
461,mMacEug1,mMelMel3,100,0.0,IGK
462,mMacEug1,mMicCal1.0,100,0.0,IGK
463,mMacEug1,mMirAng1,100,0.0,IGK
464,mMacEug1,mMusAve1,100,0.0,IGK
465,mMacEug1,mMusLut2,100,0.0,IGK
466,mMacEug1,mMusNiv1,100,0.0,IGK
467,mMacEug1,mNeoNeb1,100,0.0,IGK
468,mMacEug1,mNycCou1,100,0.0,IGK
469,mMacEug1,mOrcOrc1,100,0.0,IGK
470,mMacEug1,mPerMan1.0,100,0.0,IGK
471,mMacEug1,mPhoSin1,100,0.0,IGK
472,mMacEug1,mPumCon1.1,100,0.0,IGK
473,mMacEug1,mSorAra2,100,0.0,IGK
474,mMacEug1,mThoBot1.0,100,0.0,IGK
475,mMacEug1,mUrsAme1.0,100,0.0,IGK
476,mMacEug1,mZalCal1,100,0.0,IGK
477,mManPen7,mMarMar1,100,0.020965704802976007,IGK
478,mManPen7,mMelMel3,100,0.010500722924071258,IGK
479,mManPen7,mMicCal1.0,100,0.0,IGK
480,mManPen7,mMirAng1,100,0.03480118042967647,IGK
481,mManPen7,mMusAve1,100,0.0,IGK
482,mManPen7,mMusLut2,100,0.01764228684048247,IGK
483,mManPen7,mMusNiv1,100,0.017351720559317878,IGK
