,Species1,Species2,Rank,Similarity,Locus
56,mBosTau,mMelMel3,100,0.0,TRA
57,mBosTau,mMicCal1.0,100,0.0,TRA
58,mBosTau,mMirAng1,100,0.0,TRA
59,mBosTau,mMusErm1,100,0.0068347724669316,TRA
60,mBosTau,mMusLut2,100,0.008386280415605048,TRA
61,mBosTau,mMusNiv1,100,0.007138494755213344,TRA
62,mBosTau,mMyoDau2,100,0.006316155592558912,TRA
63,mBosTau,mMyoYum1.0,100,0.0065793011711857245,TRA
64,mBosTau,mNeoNeb1,100,0.0,TRA
65,mBosTau,mNycCou1,100,0.0,TRA
66,mBosTau,mOrcOrc1,100,0.1204396960116685,TRA
67,mBosTau,mPerMan1.0,100,0.0,TRA
68,mBosTau,mPleAur1,100,0.0,TRA
69,mBosTau,mPumCon1.1,100,0.0,TRA
70,mBosTau,mSorAra2,100,0.0,TRA
71,mBosTau,mThoBot1.0,100,0.0,TRA
72,mBosTau,mZalCal1,100,0.0,TRA
73,mCamDro1,mCanLor1,100,0.012303428768404179,TRA
74,mCamDro1,mChiNiv1,100,0.0,TRA
75,mCamDro1,mCorTow1.0,100,0.011832021458940741,TRA
76,mCamDro1,mCynVol1,100,0.03145862130458566,TRA
77,mCamDro1,mDasNov1,100,0.0,TRA
78,mCamDro1,mDicBic1,100,0.21299514818239118,TRA
79,mCamDro1,mDipMer1.0,100,0.0,TRA
80,mCamDro1,mEleMax1,100,0.0,TRA
81,mCamDro1,mEptNil1,100,0.0,TRA
82,mCamDro1,mEriEur2,100,0.0,TRA
83,mCamDro1,mHetBru1,100,0.0,TRA
84,mCamDro1,mHipAmp2,100,0.31063999262226755,TRA
85,mCamDro1,mLemCat1,100,0.03827845297032232,TRA
86,mCamDro1,mLutLut1,100,0.01037824819643286,TRA
87,mCamDro1,mLynCan4,100,0.02989638485810467,TRA
88,mCamDro1,mLynRuf1,100,0.0464890373239914,TRA
89,mCamDro1,mManPen7,100,0.022370479608339256,TRA
90,mCamDro1,mMarMar1,100,0.02492111549609277,TRA
91,mCamDro1,mMelMel3,100,0.0,TRA
92,mCamDro1,mMicCal1.0,100,0.0,TRA
93,mCamDro1,mMirAng1,100,0.05449408470984335,TRA
94,mCamDro1,mMusErm1,100,0.009600630611550044,TRA
95,mCamDro1,mMusLut2,100,0.0,TRA
96,mCamDro1,mMusNiv1,100,0.010338915062265433,TRA
97,mCamDro1,mMyoDau2,100,0.013405871882533288,TRA
98,mCamDro1,mMyoYum1.0,100,0.011535406091339288,TRA
99,mCamDro1,mNeoNeb1,100,0.04677910852810214,TRA
100,mCamDro1,mNycCou1,100,0.0,TRA
101,mCamDro1,mOrcOrc1,100,0.1554413257333957,TRA
102,mCamDro1,mPerMan1.0,100,0.0,TRA
103,mCamDro1,mPleAur1,100,0.0,TRA
104,mCamDro1,mPumCon1.1,100,0.0464469240322129,TRA
105,mCamDro1,mSorAra2,100,0.0,TRA
106,mCamDro1,mThoBot1.0,100,0.0,TRA
107,mCamDro1,mZalCal1,100,0.05849231507927524,TRA
108,mCanLor1,mChiNiv1,100,0.0,TRA
109,mCanLor1,mCorTow1.0,100,0.0,TRA
110,mCanLor1,mCynVol1,100,0.011928797352777543,TRA
111,mCanLor1,mDasNov1,100,0.0,TRA
112,mCanLor1,mDicBic1,100,0.11862616710620888,TRA
113,mCanLor1,mDipMer1.0,100,0.0,TRA
114,mCanLor1,mEleMax1,100,0.0,TRA
115,mCanLor1,mEptNil1,100,0.012180813667467018,TRA
116,mCanLor1,mEriEur2,100,0.0,TRA
117,mCanLor1,mHetBru1,100,0.0,TRA
118,mCanLor1,mHipAmp2,100,0.03781997822038387,TRA
119,mCanLor1,mLemCat1,100,0.028437174492187033,TRA
120,mCanLor1,mLutLut1,100,0.3190618603347894,TRA
121,mCanLor1,mLynCan4,100,0.1600276401908805,TRA
122,mCanLor1,mLynRuf1,100,0.09671111565748686,TRA
123,mCanLor1,mManPen7,100,0.017074642353071105,TRA
124,mCanLor1,mMarMar1,100,0.2859698935795797,TRA
125,mCanLor1,mMelMel3,100,0.24537715122243278,TRA
126,mCanLor1,mMicCal1.0,100,0.0,TRA
127,mCanLor1,mMirAng1,100,0.3751291005789833,TRA
128,mCanLor1,mMusErm1,100,0.27992275104859254,TRA
129,mCanLor1,mMusLut2,100,0.2856889909225863,TRA
130,mCanLor1,mMusNiv1,100,0.2650661497620865,TRA
131,mCanLor1,mMyoDau2,100,0.0,TRA
132,mCanLor1,mMyoYum1.0,100,0.0,TRA
133,mCanLor1,mNeoNeb1,100,0.11173731775133947,TRA
134,mCanLor1,mNycCou1,100,0.0,TRA
135,mCanLor1,mOrcOrc1,100,0.08235520310516689,TRA
136,mCanLor1,mPerMan1.0,100,0.0,TRA
137,mCanLor1,mPleAur1,100,0.0,TRA
138,mCanLor1,mPumCon1.1,100,0.11033230116305404,TRA
139,mCanLor1,mSorAra2,100,0.0,TRA
140,mCanLor1,mThoBot1.0,100,0.0,TRA
141,mCanLor1,mZalCal1,100,0.36903033505870775,TRA
142,mChiNiv1,mCorTow1.0,100,0.0,TRA
143,mChiNiv1,mCynVol1,100,0.0,TRA
144,mChiNiv1,mDasNov1,100,0.0,TRA
145,mChiNiv1,mDicBic1,100,0.0,TRA
146,mChiNiv1,mDipMer1.0,100,0.0,TRA
147,mChiNiv1,mEleMax1,100,0.0,TRA
148,mChiNiv1,mEptNil1,100,0.0,TRA
149,mChiNiv1,mEriEur2,100,0.0,TRA
150,mChiNiv1,mHetBru1,100,0.0,TRA
151,mChiNiv1,mHipAmp2,100,0.0,TRA
152,mChiNiv1,mLemCat1,100,0.0,TRA
153,mChiNiv1,mLutLut1,100,0.0,TRA
154,mChiNiv1,mLynCan4,100,0.0,TRA
155,mChiNiv1,mLynRuf1,100,0.0,TRA
156,mChiNiv1,mManPen7,100,0.0,TRA
157,mChiNiv1,mMarMar1,100,0.0,TRA
158,mChiNiv1,mMelMel3,100,0.0,TRA
159,mChiNiv1,mMicCal1.0,100,0.4204447472998538,TRA
160,mChiNiv1,mMirAng1,100,0.0,TRA
161,mChiNiv1,mMusErm1,100,0.0,TRA
162,mChiNiv1,mMusLut2,100,0.0,TRA
163,mChiNiv1,mMusNiv1,100,0.0,TRA
164,mChiNiv1,mMyoDau2,100,0.0,TRA
165,mChiNiv1,mMyoYum1.0,100,0.0,TRA
166,mChiNiv1,mNeoNeb1,100,0.0,TRA
167,mChiNiv1,mNycCou1,100,0.0,TRA
168,mChiNiv1,mOrcOrc1,100,0.0,TRA
169,mChiNiv1,mPerMan1.0,100,0.10293841133654696,TRA
170,mChiNiv1,mPleAur1,100,0.0,TRA
171,mChiNiv1,mPumCon1.1,100,0.0,TRA
172,mChiNiv1,mSorAra2,100,0.0,TRA
173,mChiNiv1,mThoBot1.0,100,0.0,TRA
174,mChiNiv1,mZalCal1,100,0.0,TRA
175,mCorTow1.0,mCynVol1,100,0.007158965173825449,TRA
176,mCorTow1.0,mDasNov1,100,0.0,TRA
177,mCorTow1.0,mDicBic1,100,0.05951099142234259,TRA
178,mCorTow1.0,mDipMer1.0,100,0.0,TRA
179,mCorTow1.0,mEleMax1,100,0.0,TRA
180,mCorTow1.0,mEptNil1,100,0.6466417574903849,TRA
181,mCorTow1.0,mEriEur2,100,0.0,TRA
182,mCorTow1.0,mHetBru1,100,0.0,TRA
183,mCorTow1.0,mHipAmp2,100,0.01207084618210778,TRA
184,mCorTow1.0,mLemCat1,100,0.0,TRA
185,mCorTow1.0,mLutLut1,100,0.016857904397508613,TRA
186,mCorTow1.0,mLynCan4,100,0.011951174200414019,TRA
187,mCorTow1.0,mLynRuf1,100,0.012015691560733469,TRA
188,mCorTow1.0,mManPen7,100,0.0,TRA
189,mCorTow1.0,mMarMar1,100,0.11106162318139157,TRA
190,mCorTow1.0,mMelMel3,100,0.009480340123121909,TRA
191,mCorTow1.0,mMicCal1.0,100,0.0,TRA
192,mCorTow1.0,mMirAng1,100,0.05394128923207169,TRA
193,mCorTow1.0,mMusErm1,100,0.01694353855541591,TRA
194,mCorTow1.0,mMusLut2,100,0.017457118514406258,TRA
195,mCorTow1.0,mMusNiv1,100,0.017081528081449558,TRA
196,mCorTow1.0,mMyoDau2,100,0.4630165475046091,TRA
197,mCorTow1.0,mMyoYum1.0,100,0.5416345188213041,TRA
198,mCorTow1.0,mNeoNeb1,100,0.012063541318485768,TRA
199,mCorTow1.0,mNycCou1,100,0.0,TRA
200,mCorTow1.0,mOrcOrc1,100,0.010113837994219506,TRA
201,mCorTow1.0,mPerMan1.0,100,0.0,TRA
202,mCorTow1.0,mPleAur1,100,0.7533014600419041,TRA
203,mCorTow1.0,mPumCon1.1,100,0.011789482710168433,TRA
204,mCorTow1.0,mSorAra2,100,0.0,TRA
205,mCorTow1.0,mThoBot1.0,100,0.0,TRA
206,mCorTow1.0,mZalCal1,100,0.02407484836295435,TRA
207,mCynVol1,mDasNov1,100,0.010730029584842628,TRA
208,mCynVol1,mDicBic1,100,0.19463437954096022,TRA
209,mCynVol1,mDipMer1.0,100,0.0,TRA
210,mCynVol1,mEleMax1,100,0.0,TRA
211,mCynVol1,mEptNil1,100,0.0,TRA
212,mCynVol1,mEriEur2,100,0.0,TRA
213,mCynVol1,mHetBru1,100,0.0,TRA
214,mCynVol1,mHipAmp2,100,0.0870915858834625,TRA
215,mCynVol1,mLemCat1,100,0.2529839332012427,TRA
216,mCynVol1,mLutLut1,100,0.010094461711741233,TRA
217,mCynVol1,mLynCan4,100,0.021626069295145742,TRA
218,mCynVol1,mLynRuf1,100,0.023014312608784837,TRA
219,mCynVol1,mManPen7,100,0.02816890174856803,TRA
220,mCynVol1,mMarMar1,100,0.01441878470412188,TRA
221,mCynVol1,mMelMel3,100,0.0,TRA
222,mCynVol1,mMicCal1.0,100,0.0,TRA
223,mCynVol1,mMirAng1,100,0.050551534911797924,TRA
224,mCynVol1,mMusErm1,100,0.008223660090460666,TRA
225,mCynVol1,mMusLut2,100,0.01106030062531566,TRA
226,mCynVol1,mMusNiv1,100,0.014533809553054765,TRA
227,mCynVol1,mMyoDau2,100,0.0,TRA
228,mCynVol1,mMyoYum1.0,100,0.007360660043179674,TRA
229,mCynVol1,mNeoNeb1,100,0.023090048208297985,TRA
230,mCynVol1,mNycCou1,100,0.010004405499659365,TRA
231,mCynVol1,mOrcOrc1,100,0.08324798566849011,TRA
232,mCynVol1,mPerMan1.0,100,0.0,TRA
233,mCynVol1,mPleAur1,100,0.006874125042599112,TRA
234,mCynVol1,mPumCon1.1,100,0.017257859380575467,TRA
235,mCynVol1,mSorAra2,100,0.0,TRA
236,mCynVol1,mThoBot1.0,100,0.0,TRA
237,mCynVol1,mZalCal1,100,0.02937515791230063,TRA
238,mDasNov1,mDicBic1,100,0.0362230737256353,TRA
239,mDasNov1,mDipMer1.0,100,0.0,TRA
240,mDasNov1,mEleMax1,100,0.0,TRA
241,mDasNov1,mEptNil1,100,0.0,TRA
242,mDasNov1,mEriEur2,100,0.0,TRA
243,mDasNov1,mHetBru1,100,0.0,TRA
244,mDasNov1,mHipAmp2,100,0.0,TRA
245,mDasNov1,mLemCat1,100,0.0,TRA
246,mDasNov1,mLutLut1,100,0.0,TRA
247,mDasNov1,mLynCan4,100,0.0,TRA
248,mDasNov1,mLynRuf1,100,0.0,TRA
249,mDasNov1,mManPen7,100,0.0,TRA
250,mDasNov1,mMarMar1,100,0.0,TRA
251,mDasNov1,mMelMel3,100,0.0,TRA
252,mDasNov1,mMicCal1.0,100,0.0,TRA
253,mDasNov1,mMirAng1,100,0.0,TRA
254,mDasNov1,mMusErm1,100,0.0,TRA
255,mDasNov1,mMusLut2,100,0.0,TRA
256,mDasNov1,mMusNiv1,100,0.0,TRA
257,mDasNov1,mMyoDau2,100,0.0,TRA
258,mDasNov1,mMyoYum1.0,100,0.0,TRA
259,mDasNov1,mNeoNeb1,100,0.0,TRA
260,mDasNov1,mNycCou1,100,0.0,TRA
261,mDasNov1,mOrcOrc1,100,0.0,TRA
262,mDasNov1,mPerMan1.0,100,0.0,TRA
263,mDasNov1,mPleAur1,100,0.0,TRA
264,mDasNov1,mPumCon1.1,100,0.0,TRA
265,mDasNov1,mSorAra2,100,0.0,TRA
266,mDasNov1,mThoBot1.0,100,0.0,TRA
267,mDasNov1,mZalCal1,100,0.0,TRA
268,mDicBic1,mDipMer1.0,100,0.0,TRA
269,mDicBic1,mEleMax1,100,0.008265420708933071,TRA
270,mDicBic1,mEptNil1,100,0.057595660576615415,TRA
271,mDicBic1,mEriEur2,100,0.0,TRA
272,mDicBic1,mHetBru1,100,0.0,TRA
273,mDicBic1,mHipAmp2,100,0.28082719395221456,TRA
274,mDicBic1,mLemCat1,100,0.2671633339285122,TRA
275,mDicBic1,mLutLut1,100,0.21588763853779572,TRA
276,mDicBic1,mLynCan4,100,0.1513628237657686,TRA
277,mDicBic1,mLynRuf1,100,0.14779944644989312,TRA
278,mDicBic1,mManPen7,100,0.2109144975325759,TRA
279,mDicBic1,mMarMar1,100,0.2092359753567345,TRA
280,mDicBic1,mMelMel3,100,0.1760396207839502,TRA
281,mDicBic1,mMicCal1.0,100,0.0,TRA
282,mDicBic1,mMirAng1,100,0.24405369471486754,TRA
283,mDicBic1,mMusErm1,100,0.17595202627581263,TRA
284,mDicBic1,mMusLut2,100,0.2098153688621343,TRA
285,mDicBic1,mMusNiv1,100,0.21554667976895908,TRA
286,mDicBic1,mMyoDau2,100,0.04196723586860977,TRA
287,mDicBic1,mMyoYum1.0,100,0.04946746353753044,TRA
288,mDicBic1,mNeoNeb1,100,0.14658325420258328,TRA
289,mDicBic1,mNycCou1,100,0.028947312545044287,TRA
290,mDicBic1,mOrcOrc1,100,0.1606859873963119,TRA
291,mDicBic1,mPerMan1.0,100,0.0,TRA
292,mDicBic1,mPleAur1,100,0.04343520635279982,TRA
293,mDicBic1,mPumCon1.1,100,0.15508419277987184,TRA
294,mDicBic1,mSorAra2,100,0.0,TRA
295,mDicBic1,mThoBot1.0,100,0.0,TRA
296,mDicBic1,mZalCal1,100,0.25113346899599304,TRA
297,mDipMer1.0,mEleMax1,100,0.0,TRA
298,mDipMer1.0,mEptNil1,100,0.0,TRA
299,mDipMer1.0,mEriEur2,100,0.0,TRA
300,mDipMer1.0,mHetBru1,100,0.0,TRA
301,mDipMer1.0,mHipAmp2,100,0.0,TRA
302,mDipMer1.0,mLemCat1,100,0.0,TRA
303,mDipMer1.0,mLutLut1,100,0.0,TRA
304,mDipMer1.0,mLynCan4,100,0.0,TRA
305,mDipMer1.0,mLynRuf1,100,0.0,TRA
306,mDipMer1.0,mManPen7,100,0.0,TRA
307,mDipMer1.0,mMarMar1,100,0.0,TRA
308,mDipMer1.0,mMelMel3,100,0.0,TRA
309,mDipMer1.0,mMicCal1.0,100,0.0,TRA
310,mDipMer1.0,mMirAng1,100,0.0,TRA
311,mDipMer1.0,mMusErm1,100,0.0,TRA
312,mDipMer1.0,mMusLut2,100,0.0,TRA
313,mDipMer1.0,mMusNiv1,100,0.0,TRA
314,mDipMer1.0,mMyoDau2,100,0.0,TRA
315,mDipMer1.0,mMyoYum1.0,100,0.0,TRA
316,mDipMer1.0,mNeoNeb1,100,0.0,TRA
317,mDipMer1.0,mNycCou1,100,0.0,TRA
318,mDipMer1.0,mOrcOrc1,100,0.0,TRA
319,mDipMer1.0,mPerMan1.0,100,0.0,TRA
320,mDipMer1.0,mPleAur1,100,0.0,TRA
321,mDipMer1.0,mPumCon1.1,100,0.0,TRA
322,mDipMer1.0,mSorAra2,100,0.0,TRA
323,mDipMer1.0,mThoBot1.0,100,0.012663621019405755,TRA
324,mDipMer1.0,mZalCal1,100,0.0,TRA
325,mEleMax1,mEptNil1,100,0.0,TRA
326,mEleMax1,mEriEur2,100,0.0,TRA
327,mEleMax1,mHetBru1,100,0.23320440784242707,TRA
328,mEleMax1,mHipAmp2,100,0.0,TRA
329,mEleMax1,mLemCat1,100,0.0,TRA
330,mEleMax1,mLutLut1,100,0.0,TRA
331,mEleMax1,mLynCan4,100,0.0,TRA
332,mEleMax1,mLynRuf1,100,0.0,TRA
333,mEleMax1,mManPen7,100,0.0,TRA
334,mEleMax1,mMarMar1,100,0.0,TRA
335,mEleMax1,mMelMel3,100,0.0,TRA
336,mEleMax1,mMicCal1.0,100,0.0,TRA
337,mEleMax1,mMirAng1,100,0.007547717048982741,TRA
338,mEleMax1,mMusErm1,100,0.0,TRA
339,mEleMax1,mMusLut2,100,0.0,TRA
340,mEleMax1,mMusNiv1,100,0.0,TRA
341,mEleMax1,mMyoDau2,100,0.0,TRA
342,mEleMax1,mMyoYum1.0,100,0.0,TRA
343,mEleMax1,mNeoNeb1,100,0.0,TRA
344,mEleMax1,mNycCou1,100,0.0,TRA
345,mEleMax1,mOrcOrc1,100,0.0,TRA
346,mEleMax1,mPerMan1.0,100,0.0,TRA
347,mEleMax1,mPleAur1,100,0.0,TRA
348,mEleMax1,mPumCon1.1,100,0.0,TRA
349,mEleMax1,mSorAra2,100,0.0,TRA
350,mEleMax1,mThoBot1.0,100,0.0,TRA
351,mEleMax1,mZalCal1,100,0.0,TRA
352,mEptNil1,mEriEur2,100,0.0,TRA
353,mEptNil1,mHetBru1,100,0.0,TRA
354,mEptNil1,mHipAmp2,100,0.007512647831856437,TRA
355,mEptNil1,mLemCat1,100,0.010671764670729014,TRA
356,mEptNil1,mLutLut1,100,0.0,TRA
357,mEptNil1,mLynCan4,100,0.0,TRA
358,mEptNil1,mLynRuf1,100,0.0,TRA
359,mEptNil1,mManPen7,100,0.0,TRA
360,mEptNil1,mMarMar1,100,0.0,TRA
361,mEptNil1,mMelMel3,100,0.0,TRA
362,mEptNil1,mMicCal1.0,100,0.0,TRA
363,mEptNil1,mMirAng1,100,0.011340556088673293,TRA
364,mEptNil1,mMusErm1,100,0.0,TRA
365,mEptNil1,mMusLut2,100,0.0,TRA
366,mEptNil1,mMusNiv1,100,0.0,TRA
367,mEptNil1,mMyoDau2,100,0.3743695973960689,TRA
368,mEptNil1,mMyoYum1.0,100,0.36776917438517465,TRA
369,mEptNil1,mNeoNeb1,100,0.0,TRA
370,mEptNil1,mNycCou1,100,0.0,TRA
371,mEptNil1,mOrcOrc1,100,0.0,TRA
372,mEptNil1,mPerMan1.0,100,0.0,TRA
373,mEptNil1,mPleAur1,100,0.7612909175245788,TRA
374,mEptNil1,mPumCon1.1,100,0.0,TRA
375,mEptNil1,mSorAra2,100,0.0,TRA
376,mEptNil1,mThoBot1.0,100,0.0,TRA
377,mEptNil1,mZalCal1,100,0.01153598833189137,TRA
378,mEriEur2,mHetBru1,100,0.0,TRA
379,mEriEur2,mHipAmp2,100,0.0,TRA
380,mEriEur2,mLemCat1,100,0.0,TRA
381,mEriEur2,mLutLut1,100,0.0,TRA
382,mEriEur2,mLynCan4,100,0.0,TRA
383,mEriEur2,mLynRuf1,100,0.0,TRA
384,mEriEur2,mManPen7,100,0.0,TRA
385,mEriEur2,mMarMar1,100,0.0,TRA
386,mEriEur2,mMelMel3,100,0.0,TRA
387,mEriEur2,mMicCal1.0,100,0.0,TRA
388,mEriEur2,mMirAng1,100,0.0,TRA
389,mEriEur2,mMusErm1,100,0.0,TRA
390,mEriEur2,mMusLut2,100,0.0,TRA
391,mEriEur2,mMusNiv1,100,0.0,TRA
392,mEriEur2,mMyoDau2,100,0.0,TRA
393,mEriEur2,mMyoYum1.0,100,0.0,TRA
394,mEriEur2,mNeoNeb1,100,0.0,TRA
395,mEriEur2,mNycCou1,100,0.0,TRA
396,mEriEur2,mOrcOrc1,100,0.0,TRA
397,mEriEur2,mPerMan1.0,100,0.0,TRA
398,mEriEur2,mPleAur1,100,0.0,TRA
399,mEriEur2,mPumCon1.1,100,0.0,TRA
400,mEriEur2,mSorAra2,100,0.0,TRA
401,mEriEur2,mThoBot1.0,100,0.0,TRA
402,mEriEur2,mZalCal1,100,0.0,TRA
403,mHetBru1,mHipAmp2,100,0.0,TRA
404,mHetBru1,mLemCat1,100,0.0,TRA
405,mHetBru1,mLutLut1,100,0.0,TRA
406,mHetBru1,mLynCan4,100,0.0,TRA
407,mHetBru1,mLynRuf1,100,0.0,TRA
408,mHetBru1,mManPen7,100,0.0,TRA
409,mHetBru1,mMarMar1,100,0.0,TRA
410,mHetBru1,mMelMel3,100,0.0,TRA
411,mHetBru1,mMicCal1.0,100,0.0,TRA
412,mHetBru1,mMirAng1,100,0.0,TRA
413,mHetBru1,mMusErm1,100,0.0,TRA
414,mHetBru1,mMusLut2,100,0.0,TRA
415,mHetBru1,mMusNiv1,100,0.0,TRA
416,mHetBru1,mMyoDau2,100,0.0,TRA
417,mHetBru1,mMyoYum1.0,100,0.0,TRA
418,mHetBru1,mNeoNeb1,100,0.0,TRA
419,mHetBru1,mNycCou1,100,0.0,TRA
420,mHetBru1,mOrcOrc1,100,0.0,TRA
421,mHetBru1,mPerMan1.0,100,0.0,TRA
422,mHetBru1,mPleAur1,100,0.0,TRA
423,mHetBru1,mPumCon1.1,100,0.0,TRA
424,mHetBru1,mSorAra2,100,0.0,TRA
425,mHetBru1,mThoBot1.0,100,0.0,TRA
426,mHetBru1,mZalCal1,100,0.0,TRA
427,mHipAmp2,mLemCat1,100,0.09839862181177757,TRA
428,mHipAmp2,mLutLut1,100,0.030817479880996083,TRA
429,mHipAmp2,mLynCan4,100,0.06370122029784257,TRA
430,mHipAmp2,mLynRuf1,100,0.07898998700893953,TRA
431,mHipAmp2,mManPen7,100,0.057161552510050034,TRA
432,mHipAmp2,mMarMar1,100,0.04144025881162032,TRA
433,mHipAmp2,mMelMel3,100,0.040100030664084775,TRA
434,mHipAmp2,mMicCal1.0,100,0.0,TRA
435,mHipAmp2,mMirAng1,100,0.09111847323056968,TRA
436,mHipAmp2,mMusErm1,100,0.04486677783663379,TRA
437,mHipAmp2,mMusLut2,100,0.030403093651209967,TRA
438,mHipAmp2,mMusNiv1,100,0.032441555742488665,TRA
439,mHipAmp2,mMyoDau2,100,0.01155249734798721,TRA
440,mHipAmp2,mMyoYum1.0,100,0.011889302396354818,TRA
441,mHipAmp2,mNeoNeb1,100,0.06573771664400194,TRA
442,mHipAmp2,mNycCou1,100,0.006974892909350524,TRA
443,mHipAmp2,mOrcOrc1,100,0.32690714843553415,TRA
444,mHipAmp2,mPerMan1.0,100,0.0,TRA
445,mHipAmp2,mPleAur1,100,0.01618560084866297,TRA
446,mHipAmp2,mPumCon1.1,100,0.05154906461519954,TRA
447,mHipAmp2,mSorAra2,100,0.0,TRA
448,mHipAmp2,mThoBot1.0,100,0.0,TRA
449,mHipAmp2,mZalCal1,100,0.08523302539408323,TRA
450,mLemCat1,mLutLut1,100,0.022255415507246322,TRA
451,mLemCat1,mLynCan4,100,0.02087009706725284,TRA
452,mLemCat1,mLynRuf1,100,0.037565522389126624,TRA
453,mLemCat1,mManPen7,100,0.009048457214202124,TRA
454,mLemCat1,mMarMar1,100,0.017119936934381595,TRA
455,mLemCat1,mMelMel3,100,0.018571998396462893,TRA
456,mLemCat1,mMicCal1.0,100,0.0,TRA
457,mLemCat1,mMirAng1,100,0.02913611780103992,TRA
458,mLemCat1,mMusErm1,100,0.00952082979395798,TRA
459,mLemCat1,mMusLut2,100,0.009756378058594035,TRA
460,mLemCat1,mMusNiv1,100,0.00952866204438717,TRA
461,mLemCat1,mMyoDau2,100,0.0,TRA
462,mLemCat1,mMyoYum1.0,100,0.0,TRA
463,mLemCat1,mNeoNeb1,100,0.0212439604465399,TRA
464,mLemCat1,mNycCou1,100,0.15551744295693787,TRA
465,mLemCat1,mOrcOrc1,100,0.07851298941299212,TRA
466,mLemCat1,mPerMan1.0,100,0.0,TRA
467,mLemCat1,mPleAur1,100,0.0,TRA
468,mLemCat1,mPumCon1.1,100,0.0,TRA
469,mLemCat1,mSorAra2,100,0.0,TRA
470,mLemCat1,mThoBot1.0,100,0.0,TRA
471,mLemCat1,mZalCal1,100,0.030643326673465705,TRA
472,mLutLut1,mLynCan4,100,0.25801392191295963,TRA
473,mLutLut1,mLynRuf1,100,0.22110639836708856,TRA
474,mLutLut1,mManPen7,100,0.04521588713572242,TRA
475,mLutLut1,mMarMar1,100,0.8335665391592841,TRA
476,mLutLut1,mMelMel3,100,0.8312923545437113,TRA
477,mLutLut1,mMicCal1.0,100,0.0,TRA
478,mLutLut1,mMirAng1,100,0.6601354566153192,TRA
479,mLutLut1,mMusErm1,100,0.9143070512424699,TRA
480,mLutLut1,mMusLut2,100,0.9203178703688686,TRA
