Subject	Haplotype	Locus	Contig	StartPos	EndPos	Length	QualityPass	QType	QType_comment	Selected
mDicBic1	paternal	TRB	scaffold_2	85877922	86577405	699483	True			True
mDipMer1.0	alternate	IGH	JANKKK010000358.1	227764	987648	759884	True	manually selected		True
mDipMer1.0	alternate	IGH	JANKKK010000379.1	872299	947792	75493	False			False
mDipMer1.0	primary	IGH	JANKKJ010000406.1	0	728768	728768	True	manually selected	possibly broken	False
mDipMer1.0	primary	IGH	JANKKJ010000786.1	76303	454590	378287	False			False
mDipMer1.0	alternate	IGK	JANKKK010000032.1	15652380	16422077	769697	False			False
mDipMer1.0	alternate	IGK	JANKKK010000108.1	1407728	3898301	2490573	True	manually selected	possibly broken	False
mDipMer1.0	alternate	IGK	JANKKK010000121.1	31250	3413202	3381952	True	manually selected	possibly broken	False
mDipMer1.0	alternate	IGK	JANKKK010000614.1	38001	534411	496410	False			False
mDipMer1.0	alternate	IGK	JANKKK010000797.1	132768	268124	135356	False			False
mDipMer1.0	alternate	IGK	JANKKK010001379.1	2180	158695	156515	False			False
mDipMer1.0	primary	IGK	JANKKJ010000036.1	10732800	15293534	4560734	True	manually selected	possibly broken	True
mDipMer1.0	primary	IGK	JANKKJ010000136.1	1860435	3380701	1520266	True	manually selected	possibly broken	False
mDipMer1.0	primary	IGK	JANKKJ010000204.1	3572	2201322	2197750	True	manually selected	possibly broken	False
mDipMer1.0	primary	IGK	JANKKJ010000489.1	9853	820998	811145	False			False
mDipMer1.0	primary	IGK	JANKKJ010000954.1	0	336609	336609	False			False
mDipMer1.0	alternate	TRA	JANKKK010000001.1	72460582	73472851	1012269	True			False
mDipMer1.0	primary	TRA	JANKKJ010000002.1	89216836	90254715	1037879	True			True
mDipMer1.0	alternate	TRB	JANKKK010000046.1	8679641	8956668	277027	True			True
mDipMer1.0	primary	TRB	JANKKJ010000005.1	70272496	70503819	231323	True			False
mEleMax1	alternate	IGH	atg000297l_1	603	959461	958858	False			False
mEleMax1	alternate	IGH	atg000544l_1	0	1805271	1805271	False			False
mEleMax1	alternate	IGH	atg005311l_1	15116	327503	312387	False			False
mEleMax1	primary	IGH	SUPER_21	56308935	59228841	2919906	True			True
mEleMax1	alternate	IGK	atg000472l_1	10019	2147529	2137510	False			False
mEleMax1	alternate	IGK	atg002007l_1	6936	579067	572131	False			False
mEleMax1	alternate	IGK	atg002950l_1	14859	122339	107480	False			False
mEleMax1	alternate	IGK	atg003500l_1	116293	167199	50906	False			False
mEleMax1	alternate	IGK	atg005626l_1	19039	105950	86911	False			False
mEleMax1	primary	IGK	SUPER_17	42792704	46709267	3916563	True			True
mEleMax1	alternate	IGL	atg000025l_1	608988	791285	182297	False			False
mEleMax1	alternate	IGL	atg000835l_1	830318	1151773	321455	False			False
mEleMax1	primary	IGL	SUPER_22	21970357	22292057	321700	True			True
mEleMax1	alternate	TRA	atg000134l_1	668053	1110507	442454	False			False
mEleMax1	alternate	TRA	atg004304l_1	17320	86617	69297	False			False
mEleMax1	primary	TRA	SUPER_10	31986034	33575511	1589477	True			True
mEleMax1	alternate	TRB	atg003069l_1	147367	301949	154582	False			False
mEleMax1	primary	TRB	SUPER_8	7112802	8177899	1065097	True			True
mEptNil1	alternate	IGH	atg000337l_1	5890	47819	41929	False			False
mEptNil1	alternate	IGH	atg001366l_1	238687	273579	34892	False			False
mEptNil1	alternate	IGH	atg001381l_1	62669	1590223	1527554	True	manually selected	by length	True
mEptNil1	alternate	IGH	atg002210l_1	0	148355	148355	False			False
mEptNil1	alternate	IGH	atg003010l_1	115	313075	312960	False			False
mEptNil1	alternate	IGH	hap_ptg000798l_1_1	119087	895994	776907	False			False
mEptNil1	primary	IGH	SUPER_23	2868498	3764413	895915	False			False
mEptNil1	primary	IGH	SUPER_4	109081048	109814332	733284	False			False
mEptNil1	alternate	IGL	atg000414l_1	794054	1200418	406364	True			False
mEptNil1	primary	IGL	SUPER_22	26760445	27532747	772302	True			True
mEptNil1	alternate	TRA	atg001479l_1	8324	476576	468252	False			False
mEptNil1	alternate	TRA	atg002030l_1	0	113962	113962	False			False
mEptNil1	primary	TRA	SUPER_4	33745794	34378142	632348	True			True
mEptNil1	alternate	TRB	atg001765l_1	167388	300672	133284	True			False
mEptNil1	primary	TRB	SUPER_12	51486259	51741475	255216	True			True
mEriEur2	alternate	IGH	atg000234l_1	165929	367278	201349	False			False
mEriEur2	primary	IGH	SUPER_14	47620121	49431463	1811342	True			True
mEriEur2	alternate	IGK	atg028960l_1	0	30962	30962	False			False
mEriEur2	primary	IGK	SUPER_3	66683347	66864075	180728	True			True
mEriEur2	alternate	IGL	atg002868l_1	0	183836	183836	False			False
mEriEur2	alternate	IGL	atg006114l_1	20476	220299	199823	False			False
mEriEur2	alternate	IGL	atg007190l_1	0	55800	55800	False			False
mEriEur2	alternate	IGL	atg014231l_1	10137	49538	39401	False			False
mEriEur2	alternate	IGL	atg022667l_1	0	22710	22710	False			False
mEriEur2	primary	IGL	SUPER_6	21682343	22842809	1160466	True			True
mEriEur2	alternate	TRA	atg004421l_1	81010	144332	63322	False			False
mEriEur2	alternate	TRA	atg006636l_1	3447	296437	292990	False			False
mEriEur2	primary	TRA	SUPER_16	70411206	70954980	543774	True			True
mEriEur2	alternate	TRB	atg004755l_1	43049	227514	184465	True			False
mEriEur2	primary	TRB	SUPER_8	114534904	114876358	341454	True			True
mHetBru1	alternate	IGH	atg000436l_1	6126168	6361094	234926	False			False
mHetBru1	alternate	IGH	atg000976l_1	35701	902147	866446	False			False
mHetBru1	alternate	IGH	atg002268l_1	167886	752063	584177	False			False
mHetBru1	primary	IGH	SUPER_22	30533348	32284685	1751337	True			True
mHetBru1	alternate	IGK	atg000678l_1	3996826	4391990	395164	False			False
mHetBru1	alternate	IGK	atg000680l_1	4386	513355	508969	False			False
mHetBru1	alternate	IGK	atg001984l_1	1672	264219	262547	False			False
mHetBru1	primary	IGK	SUPER_23	55865531	57450865	1585334	True			True
mHetBru1	alternate	IGL	atg001443l_1	19467	95345	75878	False			False
mHetBru1	alternate	IGL	atg001550l_1	0	39594	39594	False			False
mHetBru1	primary	IGL	SUPER_21	35373039	35508117	135078	True			True
mHetBru1	alternate	TRA	atg001324l_1	896459	2138017	1241558	True			True
mHetBru1	primary	TRA	SUPER_12	36860781	38085074	1224293	True			False
mHetBru1	alternate	TRB	atg000946l_1	318719	786223	467504	True			True
mHetBru1	primary	TRB	SUPER_8	6691927	7157651	465724	True			False
mHipAmp2	haplotype1	IGH	JASFZM010000003.1	76050	1008536	932486	True			True
mHipAmp2	haplotype2	IGH	NC_080189.1	187839461	188313745	474284	True			False
mHipAmp2	haplotype1	IGK	JASFZM010000005.1	77623709	77883167	259458	True			False
mHipAmp2	haplotype2	IGK	NC_080192.1	71340125	71626887	286762	True			True
mHipAmp2	haplotype1	IGL	JASFZM010000007.1	2549855	2946800	396945	True			True
mHipAmp2	haplotype2	IGL	NC_080193.1	2549855	2946800	396945	True			False
mHipAmp2	haplotype1	TRA	JASFZM010000002.1	56807184	57916924	1109740	True			False
mHipAmp2	haplotype2	TRA	NC_080187.1	173238208	174405644	1167436	True			True
mHipAmp2	haplotype1	TRB	JASFZM010000003.1	171173125	171587538	414413	True			True
mHipAmp2	haplotype2	TRB	NC_080189.1	12548786	12946264	397478	True			False
mLemCat1	alternate	IGH	h2tg000012l	105451686	106245687	794001	True			True
mLemCat1	primary	IGH	SUPER_1	391639	1036711	645072	True			False
mLemCat1	alternate	IGK	h2tg000086l	644029	775545	131516	True			True
mLemCat1	primary	IGK	SUPER_4	68098825	68230269	131444	True			False
mLemCat1	alternate	IGL	h2tg000046l	3279426	4481258	1201832	True			False
mLemCat1	primary	IGL	SUPER_21	9574194	10785359	1211165	True			True
mLemCat1	alternate	TRA	h2tg000012l	39567019	40095039	528020	True			False
mLemCat1	primary	TRA	SUPER_1	66424286	66957193	532907	True			True
mLemCat1	alternate	TRB	h2tg000014l	10290656	10498869	208213	True			True
mLemCat1	primary	TRB	SUPER_11	10368471	10561971	193500	True			False
mLemCat1	primary	TRG	SUPER_11	82615676	82866943	251267	True			False
mLutLut1	alternate	IGH	000169Fp01_00002_arrow_arrow	11631	119999	108368	False			False
mLutLut1	alternate	IGH	000206Fp01_00002_arrow_arrow	10671	99820	89149	False			False
mLutLut1	alternate	IGH	000217Fp01_00002_arrow_arrow	0	35672	35672	False			False
mLutLut1	primary	IGH	HiC_scaffold_17_arrow_ctg1	165596424	165730080	133656	False			False
mLutLut1	primary	IGH	HiC_scaffold_5_arrow_ctg1	147012321	148912295	1899974	True	manually selected	by length	True
mLutLut1	alternate	IGK	000043Fp01_00020_arrow_arrow	19530	86007	66477	False			False
mLutLut1	alternate	IGK	000043Fp01_00037_arrow_arrow	24556	89365	64809	False			False
mLutLut1	primary	IGK	HiC_scaffold_4_arrow_ctg1	38319182	39032017	712835	True			True
mLutLut1	alternate	IGL	000008Fp01_00021_arrow_arrow	10739	164263	153524	False			False
mLutLut1	alternate	IGL	000008Fp01_00048_arrow_arrow	0	61285	61285	False			False
mLutLut1	alternate	IGL	000008Fp01_00071_arrow_arrow	0	31098	31098	False			False
mLutLut1	alternate	IGL	000008Fp01_00107_arrow_arrow	17548	116768	99220	False			False
mLutLut1	alternate	IGL	000008Fp01_00161_arrow_arrow	93124	211751	118627	False			False
mLutLut1	alternate	IGL	000008Fp01_00166_arrow_arrow	0	33026	33026	False			False
mLutLut1	alternate	IGL	000160Fp01_00002_arrow_arrow	40730	266007	225277	False			False
mLutLut1	alternate	IGL	000160Fp01_00003_arrow_arrow	39512	291682	252170	False			False
mLutLut1	alternate	IGL	000168Fp01_00002_arrow_arrow	25899	581376	555477	False			False
mLutLut1	primary	IGL	HiC_scaffold_11_arrow_ctg1	547142	590130	42988	False			False
mLutLut1	primary	IGL	HiC_scaffold_7_arrow_ctg1	66985620	70417688	3432068	True	manually selected	by length	True
mLutLut1	alternate	TRA	000010Fp01_00039_arrow_arrow	0	70805	70805	False			False
mLutLut1	primary	TRA	HiC_scaffold_5_arrow_ctg1	72478047	73137264	659217	True			True
mLutLut1	alternate	TRB	000005Fp01_00174_arrow_arrow	4431	59217	54786	True			False
mLutLut1	primary	TRB	HiC_scaffold_13_arrow_ctg1	96559449	96681496	122047	True			True
mLynCan4	alternate	IGH	000882F_arrow	7220	64218	56998	False			False
mLynCan4	primary	IGH	Super_Scaffold_2	145974264	147096805	1122541	True			True
mLynCan4	alternate	IGK	000003F_032_arrow_arrow	0	98212	98212	True			False
mLynCan4	primary	IGK	Super_Scaffold_9	101546044	101695929	149885	True			True
mLynCan4	alternate	IGL	000165F_003_arrow_arrow	0	130661	130661	False			False
mLynCan4	alternate	IGL	000165F_029_arrow_arrow	0	170358	170358	False			False
mLynCan4	alternate	IGL	000298F_002_arrow_arrow	4143	40732	36589	False			False
mLynCan4	alternate	IGL	000298F_005_arrow_arrow	51227	138039	86812	False			False
mLynCan4	alternate	IGL	000298F_010_arrow_arrow	0	81855	81855	False			False
mLynCan4	primary	IGL	Super_Scaffold_6	73145900	74039384	893484	True			True
mLynCan4	alternate	TRA	000139F_029_arrow_arrow	0	166471	166471	False			False
mLynCan4	alternate	TRA	000139F_038_arrow_arrow	8453	41017	32564	False			False
mLynCan4	primary	TRA	Super_Scaffold_2	72331519	72829967	498448	True			True
mLynCan4	alternate	TRB	000106F_029_arrow_arrow	22816	111126	88310	True			False
mLynCan4	primary	TRB	Super_Scaffold_5	156240969	156370099	129130	True			True
mLynRuf1	alternate	IGH	JAJSDO010012414.1	0	37442	37442	False			False
mLynRuf1	primary	IGH	NW_025814831.1	230587	1454541	1223954	True			True
mLynRuf1	alternate	IGK	JAJSDO010001358.1	193881	275878	81997	False			False
mLynRuf1	alternate	IGK	JAJSDO010006065.1	0	79103	79103	False			False
mLynRuf1	alternate	IGK	JAJSDO010032094.1	0	20841	20841	False			False
mLynRuf1	alternate	IGK	JAJSDO010052973.1	0	16904	16904	False			False
mLynRuf1	primary	IGK	NW_025814896.1	102344394	102493588	149194	True			True
mLynRuf1	alternate	IGL	JAJSDO010000071.1	2755544	2836078	80534	False			False
mLynRuf1	alternate	IGL	JAJSDO010000150.1	1293437	1667071	373634	False			False
mLynRuf1	alternate	IGL	JAJSDO010001969.1	0	189300	189300	False			False
mLynRuf1	alternate	IGL	JAJSDO010002204.1	0	164960	164960	False			False
mLynRuf1	alternate	IGL	JAJSDO010002504.1	10343	151389	141046	False			False
mLynRuf1	alternate	IGL	JAJSDO010004128.1	5633	102101	96468	False			False
mLynRuf1	alternate	IGL	JAJSDO010010822.1	0	45117	45117	False			False
mLynRuf1	alternate	IGL	JAJSDO010018998.1	0	25466	25466	False			False
mLynRuf1	alternate	IGL	JAJSDO010026091.1	0	22427	22427	False			False
mLynRuf1	alternate	IGL	JAJSDO010029110.1	0	21563	21563	False			False
mLynRuf1	alternate	IGL	JAJSDO010029284.1	0	21520	21520	False			False
mLynRuf1	alternate	IGL	JAJSDO010033010.1	0	20629	20629	False			False
mLynRuf1	alternate	IGL	JAJSDO010037454.1	0	19701	19701	False			False
mLynRuf1	alternate	IGL	JAJSDO010064193.1	0	14363	14363	False			False
mLynRuf1	primary	IGL	NW_025814839.1	14581171	15758467	1177296	True			True
mLynRuf1	alternate	TRA	JAJSDO010001416.1	35561	103164	67603	False			False
mLynRuf1	alternate	TRA	JAJSDO010001467.1	18136	255208	237072	False			False
mLynRuf1	alternate	TRA	JAJSDO010005663.1	0	51875	51875	False			False
mLynRuf1	alternate	TRA	JAJSDO010006129.1	0	78567	78567	False			False
mLynRuf1	alternate	TRA	JAJSDO010008444.1	4486	59513	55027	False			False
mLynRuf1	alternate	TRA	JAJSDO010027200.1	0	22094	22094	False			False
mLynRuf1	primary	TRA	NW_025814827.1	44006567	44500893	494326	True			True
mLynRuf1	alternate	TRB	JAJSDO010002116.1	64549	176031	111482	True			False
mLynRuf1	primary	TRB	NW_025814856.1	157295089	157424598	129509	True			True
mMacEug1	alternate	IGH	atg000701l_1	67224	179944	112720	False			False
mMacEug1	alternate	IGH	atg003100l_1	25103	213032	187929	False			False
mMacEug1	alternate	IGH	atg003415l_1	268	72281	72013	False			False
mMacEug1	alternate	IGH	atg008329l_1	64708	89776	25068	False			False
mMacEug1	primary	IGH	SUPER_1	319153269	322565801	3412532	True	manually selected	main	True
mMacEug1	primary	IGH	SUPER_1	322857572	323065752	208180	False			False
mMacEug1	alternate	IGK	atg001227l_1	217551	456252	238701	False			False
mMacEug1	alternate	IGK	hap_ptg000859l_1_1	292512	778784	486272	False			False
mMacEug1	primary	IGK	SUPER_1	718315348	718973348	658000	False			False
mMacEug1	primary	IGK	SUPER_1	721670892	722157643	486751	False			False
mMacEug1	primary	IGK	SUPER_1	722936412	723116507	180095	False			False
mMacEug1	primary	IGK	SUPER_1	718315348	723116507	4801159	True	manually selected	merged	True
mMacEug1	alternate	IGL	hap_ptg000996l_1_1	2594	387561	384967	False			False
mMacEug1	primary	IGL	SUPER_4	2580768	3168566	587798	False			False
mMacEug1	primary	IGL	SUPER_4	4285782	5607854	1322072	False			False
mMacEug1	primary	IGL	SUPER_4	6355327	6485768	130441	False			False
mMacEug1	primary	IGL	SUPER_4	6777506	7821268	1043762	False			False
mMacEug1	primary	IGL	SUPER_4	2580768	7821268	5240500	True	manually selected	merged	True
mManPen7	haplotype1	IGH	SUPER_11	76224	605769	529545	True			False
mManPen7	haplotype2	IGH	scaffold_10	76211	605791	529580	True			True
mManPen7	haplotype1	IGK	SUPER_2	158625200	158939252	314052	False			False
mManPen7	haplotype1	IGK	SUPER_2	159452477	159488737	36260	False			False
mManPen7	haplotype1	IGK	SUPER_2	160053504	160138590	85086	False			False
mManPen7	haplotype1	IGK	SUPER_2	160630943	160667239	36296	False			False
